USERID|ROWNUM
1071642|25166
1071767|25167
1071838|25168
1071857|25169
1072038|25170
1072140|25171
1072141|25172
1072159|25173
1072205|25174
1072244|25175
1072341|25176
1072448|25177
1072450|25178
1072674|25179
1072734|25180
1072823|25181
1072838|25182
1072878|25183
1072959|25184
1073163|25185
1073191|25186
1073194|25187
1073367|25188
1073516|25189
1073643|25190
1073854|25191
1073917|25192
1073956|25193
1074013|25194
1074100|25195
1074208|25196
1074491|25197
1074739|25198
1074762|25199
1074785|25200
1075037|25201
1075277|25202
1075326|25203
1075432|25204
1075484|25205
1075522|25206
1075653|25207
1075937|25208
1075977|25209
1075985|25210
1076418|25211
1076474|25212
1076552|25213
1076557|25214
1076594|25215
1076688|25216
1076794|25217
1076854|25218
1076986|25219
1077050|25220
1077177|25221
1077258|25222
1077298|25223
1077517|25224
1077769|25225
1077931|25226
1078126|25227
1078200|25228
1078236|25229
1078349|25230
1078367|25231
1078635|25232
1078690|25233
1078728|25234
1078803|25235
1078854|25236
1078993|25237
1079050|25238
1079317|25239
1079552|25240
1079696|25241
1079698|25242
1079913|25243
1079947|25244
1080023|25245
1080290|25246
1080525|25247
1080647|25248
1080709|25249
1080785|25250
1080788|25251
1080836|25252
1080887|25253
1080952|25254
1081203|25255
1081205|25256
1081604|25257
1081698|25258
1081803|25259
1081816|25260
1081894|25261
1081982|25262
1082018|25263
1082300|25264
1082447|25265
1082476|25266
1082751|25267
1082888|25268
1083132|25269
1083234|25270
1083608|25271
1083672|25272
1083923|25273
1084015|25274
1084058|25275
1084265|25276
1084777|25277
1084933|25278
1085438|25279
1085639|25280
1085651|25281
1085816|25282
1085826|25283
1085946|25284
1085975|25285
1085994|25286
1085997|25287
1086195|25288
1086610|25289
1086611|25290
1087133|25291
1087251|25292
1087344|25293
1087518|25294
1087690|25295
1087998|25296
1088354|25297
1088553|25298
1088772|25299
1088803|25300
1088807|25301
1088821|25302
1088847|25303
1089235|25304
1089252|25305
1089359|25306
1089395|25307
1089608|25308
1089978|25309
1090015|25310
1090356|25311
1090385|25312
1090596|25313
1090699|25314
1090771|25315
1090814|25316
1091122|25317
1091469|25318
1091563|25319
1091566|25320
1091686|25321
1091732|25322
1092015|25323
1092141|25324
1092236|25325
1092241|25326
1092461|25327
1092596|25328
1092795|25329
1092909|25330
1092949|25331
1093227|25332
1093258|25333
1093439|25334
1093497|25335
1093528|25336
1093558|25337
1093559|25338
1093618|25339
1093743|25340
1093780|25341
1093868|25342
1094147|25343
1094376|25344
1094446|25345
1094553|25346
1094573|25347
1094635|25348
1094651|25349
1094671|25350
1094782|25351
1095069|25352
1095211|25353
1095264|25354
1095319|25355
1095357|25356
1095419|25357
1095472|25358
1095538|25359
1095670|25360
1095817|25361
1095946|25362
1095991|25363
1096022|25364
1096234|25365
1096246|25366
1096406|25367
1097128|25368
1097648|25369
1097749|25370
1097912|25371
1098034|25372
1098223|25373
1098319|25374
1098395|25375
1098451|25376
1098592|25377
1098746|25378
1098753|25379
1099030|25380
1099115|25381
1099345|25382
1099400|25383
1099554|25384
1099844|25385
1099857|25386
1099886|25387
1099918|25388
1100044|25389
1100479|25390
1100497|25391
1100603|25392
1100641|25393
1100702|25394
1100999|25395
1101030|25396
1101130|25397
1101417|25398
1101463|25399
1101513|25400
1101714|25401
1101834|25402
1101977|25403
1101999|25404
1102362|25405
1102595|25406
1102609|25407
1102623|25408
1102974|25409
1103001|25410
1103080|25411
1103103|25412
1103168|25413
1103320|25414
1103376|25415
1103501|25416
1103555|25417
1103615|25418
1103945|25419
1103951|25420
1103982|25421
1103990|25422
1104151|25423
1104230|25424
1104235|25425
1104527|25426
1104686|25427
1104848|25428
1104862|25429
1104869|25430
1104883|25431
1104891|25432
1105318|25433
1105385|25434
1105434|25435
1105762|25436
1105953|25437
1105961|25438
1105995|25439
1106132|25440
1106294|25441
1106411|25442
1106785|25443
1106905|25444
1107189|25445
1107445|25446
1107794|25447
1107957|25448
1108241|25449
1108358|25450
1108361|25451
1108445|25452
1108451|25453
1108572|25454
1108602|25455
1108876|25456
1108931|25457
1108949|25458
1109087|25459
1109219|25460
1109282|25461
1109324|25462
1109334|25463
1109360|25464
1109372|25465
1109594|25466
1109994|25467
1110071|25468
1110119|25469
1110249|25470
1110314|25471
1110577|25472
1110982|25473
1110999|25474
1111018|25475
1111107|25476
1111452|25477
1111577|25478
1111613|25479
1111987|25480
1112009|25481
1112216|25482
1112290|25483
1112537|25484
1112558|25485
1112611|25486
1112635|25487
1112776|25488
1112897|25489
1113053|25490
1113540|25491
1113713|25492
1113873|25493
1114011|25494
1114043|25495
1114138|25496
1114742|25497
1114777|25498
1114841|25499
1114970|25500
1115445|25501
1115470|25502
1115472|25503
1115586|25504
1115591|25505
1115710|25506
1115737|25507
1116015|25508
1116074|25509
1116171|25510
1116208|25511
1116464|25512
1116588|25513
1116769|25514
1117143|25515
1117144|25516
1117385|25517
1117393|25518
1117418|25519
1117449|25520
1117631|25521
1117849|25522
1118139|25523
1118202|25524
1118589|25525
1119115|25526
1119182|25527
1119323|25528
1119585|25529
1119955|25530
1120003|25531
1120182|25532
1120415|25533
1120492|25534
1120500|25535
1120569|25536
1120715|25537
1121027|25538
1121712|25539
1121748|25540
1121776|25541
1121894|25542
1122042|25543
1122142|25544
1122153|25545
1122854|25546
1123061|25547
1123062|25548
1123243|25549
1123481|25550
1123568|25551
1123617|25552
1123663|25553
1123854|25554
1123956|25555
1123957|25556
1124245|25557
1124287|25558
1124320|25559
1124334|25560
1124381|25561
1124461|25562
1124485|25563
1124688|25564
1124872|25565
1124880|25566
1125009|25567
1125073|25568
1125192|25569
1125227|25570
1125370|25571
1125469|25572
1125496|25573
1125502|25574
1125607|25575
1125626|25576
1125756|25577
1125887|25578
1126036|25579
1126258|25580
1126295|25581
1126518|25582
1126600|25583
1127325|25584
1127333|25585
1127393|25586
1127432|25587
1127457|25588
1127482|25589
1127860|25590
1127955|25591
1128042|25592
1128123|25593
1128182|25594
1128342|25595
1128360|25596
1128455|25597
1128519|25598
1128747|25599
1129181|25600
1129760|25601
1129772|25602
1129843|25603
1130005|25604
1130098|25605
1130124|25606
1130177|25607
1130182|25608
1130333|25609
1130343|25610
1130397|25611
1130528|25612
1130561|25613
1130587|25614
1130607|25615
1130690|25616
1130826|25617
1131017|25618
1131115|25619
1131160|25620
1131283|25621
1131390|25622
1131427|25623
1131452|25624
1131486|25625
1131492|25626
1131884|25627
1132117|25628
1132161|25629
1132336|25630
1132474|25631
1132663|25632
1132808|25633
1132947|25634
1133039|25635
1133063|25636
1133077|25637
1133526|25638
1133560|25639
1133624|25640
1133698|25641
1134280|25642
1134485|25643
1134515|25644
1134525|25645
1134734|25646
1134830|25647
1134889|25648
1134945|25649
1135093|25650
1135223|25651
1135432|25652
1135483|25653
1135580|25654
1135617|25655
1135981|25656
1136026|25657
1136305|25658
1136517|25659
1136528|25660
1136899|25661
1137091|25662
1137215|25663
1137549|25664
1137627|25665
1137636|25666
1137897|25667
1137942|25668
1137966|25669
1138049|25670
1138233|25671
1138429|25672
1138445|25673
1138446|25674
1138588|25675
1138762|25676
1138867|25677
1138868|25678
1139012|25679
1139100|25680
1139260|25681
1139354|25682
1139503|25683
1139515|25684
1139819|25685
1139886|25686
1139910|25687
1139941|25688
1139970|25689
1140173|25690
1140189|25691
1140192|25692
1140218|25693
1140246|25694
1140270|25695
1140521|25696
1140548|25697
1140622|25698
1140628|25699
1140714|25700
1140887|25701
1140922|25702
1140925|25703
1140979|25704
1141153|25705
1141353|25706
1142120|25707
1142219|25708
1142402|25709
1142417|25710
1142551|25711
1142624|25712
1142721|25713
1143083|25714
1143151|25715
1143265|25716
1143326|25717
1143625|25718
1143801|25719
1143878|25720
1143884|25721
1143926|25722
1144140|25723
1144273|25724
1144457|25725
1144483|25726
1144490|25727
1144662|25728
1144882|25729
1144934|25730
1144967|25731
1145298|25732
1145471|25733
1145616|25734
1145681|25735
1145718|25736
1145786|25737
1145908|25738
1146176|25739
1146188|25740
1146279|25741
1146316|25742
1146506|25743
1147170|25744
1147399|25745
1147436|25746
1147447|25747
1147493|25748
1147646|25749
1147829|25750
1147932|25751
1148185|25752
1148476|25753
1148601|25754
1148728|25755
1148853|25756
1148918|25757
1149324|25758
1149704|25759
1150026|25760
1150027|25761
1150319|25762
1150340|25763
1150621|25764
1150797|25765
1151020|25766
1151076|25767
1151319|25768
1151408|25769
1151636|25770
1151928|25771
1152092|25772
1152280|25773
1152420|25774
1152572|25775
1152588|25776
1152757|25777
1152790|25778
1152824|25779
1152912|25780
1152926|25781
1152936|25782
1152940|25783
1153013|25784
1153034|25785
1153166|25786
1153169|25787
1153264|25788
1153304|25789
1153365|25790
1153388|25791
1153721|25792
1153753|25793
1154212|25794
1154259|25795
1154419|25796
1154589|25797
1154590|25798
1154622|25799
1154674|25800
1154769|25801
1154808|25802
1155074|25803
1155257|25804
1155422|25805
1155447|25806
1155510|25807
1155588|25808
1155701|25809
1155758|25810
1156035|25811
1156123|25812
1156153|25813
1156378|25814
1156848|25815
1156880|25816
1156890|25817
1157166|25818
1157388|25819
1157424|25820
1157469|25821
1157472|25822
1157475|25823
1157500|25824
1158069|25825
1158104|25826
1158217|25827
1158471|25828
1158516|25829
1158703|25830
1158805|25831
1158935|25832
1159197|25833
1159465|25834
1159595|25835
1159690|25836
1159738|25837
1159784|25838
1159822|25839
1159836|25840
1159901|25841
1160103|25842
1160438|25843
1160755|25844
1160764|25845
1160777|25846
1160792|25847
1160913|25848
1161080|25849
1161157|25850
1161272|25851
1161300|25852
1161531|25853
1161567|25854
1161637|25855
1161657|25856
1161776|25857
1161839|25858
1162058|25859
1162079|25860
1162212|25861
1162288|25862
1162317|25863
1162429|25864
1162626|25865
1163103|25866
1163453|25867
1163616|25868
1163702|25869
1163850|25870
1164088|25871
1164165|25872
1164256|25873
1164270|25874
1164437|25875
1164452|25876
1164469|25877
1164522|25878
1164555|25879
1164643|25880
1164798|25881
1164996|25882
1164997|25883
1165225|25884
1165342|25885
1165381|25886
1165408|25887
1165780|25888
1165891|25889
1166284|25890
1166477|25891
1166517|25892
1166575|25893
1166705|25894
1167056|25895
1167063|25896
1167117|25897
1167292|25898
1167371|25899
1167482|25900
1167648|25901
1167702|25902
1167920|25903
1167927|25904
1167956|25905
1167981|25906
1167987|25907
1168108|25908
1168254|25909
1168332|25910
1168502|25911
1168638|25912
1168710|25913
1168962|25914
1169214|25915
1169290|25916
1169687|25917
1169772|25918
1169862|25919
1169875|25920
1169893|25921
1170214|25922
1170433|25923
1170469|25924
1170616|25925
1170680|25926
1171129|25927
1171268|25928
1171459|25929
1171578|25930
1171591|25931
1171659|25932
1171669|25933
1171744|25934
1171885|25935
1171967|25936
1172148|25937
1172553|25938
1172623|25939
1172641|25940
1172855|25941
1173047|25942
1173206|25943
1173333|25944
1173540|25945
1173622|25946
1173747|25947
1173757|25948
1173861|25949
1174058|25950
1174245|25951
1174322|25952
1174329|25953
1174523|25954
1174764|25955
1174810|25956
1174871|25957
1174901|25958
1175117|25959
1175202|25960
1175902|25961
1175977|25962
1176016|25963
1176018|25964
1176083|25965
1176090|25966
1176143|25967
1176389|25968
1176483|25969
1176506|25970
1176843|25971
1176945|25972
1177143|25973
1177419|25974
1177989|25975
1178000|25976
1178086|25977
1178379|25978
1178434|25979
1178540|25980
1179123|25981
1179631|25982
1179739|25983
1179765|25984
1179944|25985
1179996|25986
1180351|25987
1180374|25988
1180497|25989
1180642|25990
1180705|25991
1180781|25992
1180796|25993
1180880|25994
1181041|25995
1181194|25996
1181404|25997
1181637|25998
1181688|25999
1181855|26000
1181883|26001
1181987|26002
1182012|26003
1182091|26004
1182327|26005
1182390|26006
1182399|26007
1182746|26008
1182763|26009
1182793|26010
1182822|26011
1182858|26012
1183006|26013
1183216|26014
1183279|26015
1183481|26016
1183531|26017
1183589|26018
1184060|26019
1184113|26020
1184378|26021
1184459|26022
1184633|26023
1184646|26024
1184967|26025
1185166|26026
1185215|26027
1185380|26028
1185402|26029
1185482|26030
1185525|26031
1185607|26032
1185988|26033
1186059|26034
1186063|26035
1186131|26036
1186180|26037
1186217|26038
1186299|26039
1186329|26040
1186427|26041
1186604|26042
1186846|26043
1187026|26044
1187133|26045
1187244|26046
1187255|26047
1187262|26048
1187356|26049
1187433|26050
1187534|26051
1187789|26052
1188141|26053
1188351|26054
1188411|26055
1188596|26056
1188655|26057
1188882|26058
1189462|26059
1189687|26060
1189898|26061
1190140|26062
1190156|26063
1190200|26064
1190373|26065
1190537|26066
1190645|26067
1190694|26068
1190773|26069
1191110|26070
1191169|26071
1191263|26072
1191287|26073
1191397|26074
1191500|26075
1191529|26076
1191588|26077
1191864|26078
1191891|26079
1192037|26080
1192057|26081
1192097|26082
1192136|26083
1192305|26084
1192307|26085
1192631|26086
1192699|26087
1192805|26088
1192897|26089
1193011|26090
1193058|26091
1193063|26092
1193436|26093
1193510|26094
1193556|26095
1193602|26096
1193674|26097
1193687|26098
1193918|26099
1194203|26100
1194483|26101
1194585|26102
1194741|26103
1194743|26104
1194925|26105
1194978|26106
1195054|26107
1195094|26108
1195550|26109
1195733|26110
1195742|26111
1196143|26112
1196386|26113
1196465|26114
1196921|26115
1197114|26116
1197721|26117
1197997|26118
1197999|26119
1198021|26120
1198083|26121
1198223|26122
1198316|26123
1198357|26124
1198499|26125
1198550|26126
1198578|26127
1198657|26128
1198742|26129
1198804|26130
1198840|26131
1199085|26132
1199103|26133
1199220|26134
1199250|26135
1199308|26136
1199372|26137
1199399|26138
1199403|26139
1199410|26140
1199419|26141
1199676|26142
1199710|26143
1199724|26144
1199912|26145
1200054|26146
1200138|26147
1200237|26148
1200284|26149
1200595|26150
1200823|26151
1200830|26152
1200919|26153
1200925|26154
1200969|26155
1201366|26156
1201611|26157
1201874|26158
1201907|26159
1202152|26160
1202178|26161
1202319|26162
1202392|26163
1202617|26164
1202682|26165
1202890|26166
1202974|26167
1202978|26168
1203169|26169
1203965|26170
1204058|26171
1204120|26172
1204251|26173
1204548|26174
1204929|26175
1204998|26176
1205242|26177
1205370|26178
1205436|26179
1205763|26180
1205934|26181
1205989|26182
1206189|26183
1206253|26184
1206280|26185
1206310|26186
1206525|26187
1206553|26188
1206629|26189
1206663|26190
1206754|26191
1207009|26192
1207102|26193
1207140|26194
1207262|26195
1207311|26196
1207509|26197
1207555|26198
1207603|26199
1207775|26200
1207973|26201
1208053|26202
1208271|26203
1208275|26204
1208347|26205
1208419|26206
1208421|26207
1208481|26208
1208495|26209
1208800|26210
1208812|26211
1208870|26212
1208887|26213
1209064|26214
1209106|26215
1209262|26216
1209607|26217
1209686|26218
1210201|26219
1210370|26220
1210524|26221
1210677|26222
1210753|26223
1210993|26224
1211010|26225
1211025|26226
1211181|26227
1211506|26228
1211611|26229
1211620|26230
1211791|26231
1211922|26232
1212024|26233
1212067|26234
1212083|26235
1212135|26236
1212306|26237
1212485|26238
1212500|26239
1212515|26240
1212582|26241
1212679|26242
1213232|26243
1213636|26244
1214161|26245
1214237|26246
1214444|26247
1214812|26248
1214921|26249
1214946|26250
1215128|26251
1215206|26252
1215353|26253
1215449|26254
1215501|26255
1215521|26256
1215602|26257
1215607|26258
1216032|26259
1216081|26260
1216259|26261
1216364|26262
1216464|26263
1216822|26264
1216828|26265
1217036|26266
1217502|26267
1217552|26268
1217601|26269
1217721|26270
1217853|26271
1217965|26272
1218319|26273
1218532|26274
1218900|26275
1219443|26276
1219539|26277
1219863|26278
1219909|26279
1219973|26280
1219993|26281
1220264|26282
1220617|26283
1220698|26284
1220709|26285
1220713|26286
1220812|26287
1220891|26288
1220946|26289
1220997|26290
1221212|26291
1221329|26292
1221749|26293
1221819|26294
1221893|26295
1222077|26296
1222172|26297
1222249|26298
1222385|26299
1222472|26300
1222716|26301
1223099|26302
1223166|26303
1223177|26304
1223284|26305
1223346|26306
1223367|26307
1223405|26308
1223461|26309
1223901|26310
1224033|26311
1224079|26312
1224270|26313
1224390|26314
1224412|26315
1224597|26316
1224679|26317
1224735|26318
1224847|26319
1224865|26320
1224931|26321
1225085|26322
1225316|26323
1225323|26324
1225519|26325
1225527|26326
1225571|26327
1225700|26328
1225870|26329
1225880|26330
1225926|26331
1226145|26332
1226207|26333
1226515|26334
1226678|26335
1226774|26336
1226792|26337
1227119|26338
1227222|26339
1227364|26340
1227407|26341
1227412|26342
1227424|26343
1227630|26344
1227676|26345
1227838|26346
1227842|26347
1228132|26348
1228144|26349
1228176|26350
1228259|26351
1228358|26352
1228657|26353
1228862|26354
1228956|26355
1229024|26356
1229043|26357
1229086|26358
1229129|26359
1229415|26360
1229462|26361
1229798|26362
1229938|26363
1229947|26364
1230073|26365
1230221|26366
1230229|26367
1230242|26368
1230446|26369
1230459|26370
1230547|26371
1230571|26372
1230782|26373
1230788|26374
1230984|26375
1231244|26376
1231254|26377
1231400|26378
1231415|26379
1231464|26380
1231654|26381
1231736|26382
1231748|26383
1231786|26384
1231889|26385
1232191|26386
1232383|26387
1232436|26388
1232507|26389
1232665|26390
1232697|26391
1232967|26392
1233050|26393
1233214|26394
1233357|26395
1233494|26396
1233506|26397
1233737|26398
1233919|26399
1234105|26400
1234159|26401
1234201|26402
1234276|26403
1234352|26404
1234706|26405
1234774|26406
1234781|26407
1235038|26408
1235302|26409
1235334|26410
1235468|26411
1235482|26412
1235573|26413
1235620|26414
1235699|26415
1235907|26416
1236027|26417
1236387|26418
1236550|26419
1236622|26420
1236661|26421
1236697|26422
1236852|26423
1237083|26424
1237122|26425
1237171|26426
1237234|26427
1237612|26428
1237613|26429
1237941|26430
1237958|26431
1238406|26432
1238451|26433
1238491|26434
1238599|26435
1238692|26436
1239247|26437
1239347|26438
1239824|26439
1239985|26440
1240061|26441
1240205|26442
1240358|26443
1240480|26444
1240486|26445
1240650|26446
1240793|26447
1240992|26448
1241055|26449
1241058|26450
1241279|26451
1241511|26452
1241681|26453
1241686|26454
1242010|26455
1242019|26456
1242034|26457
1242046|26458
1242529|26459
1242580|26460
1243368|26461
1243445|26462
1243688|26463
1243874|26464
1243973|26465
1244034|26466
1244151|26467
1244393|26468
1244835|26469
1245044|26470
1245088|26471
1245191|26472
1245368|26473
1245385|26474
1245418|26475
1245455|26476
1245619|26477
1245719|26478
1245721|26479
1245868|26480
1245926|26481
1245972|26482
1246142|26483
1246165|26484
1246186|26485
1246238|26486
1246374|26487
1246518|26488
1246657|26489
1246879|26490
1246904|26491
1246969|26492
1247093|26493
1247131|26494
1247143|26495
1247256|26496
1247318|26497
1247473|26498
1247577|26499
1247680|26500
1247717|26501
1247726|26502
1247835|26503
1247875|26504
1247877|26505
1247893|26506
1247934|26507
1248077|26508
1248100|26509
1248566|26510
1248596|26511
1248622|26512
1248657|26513
1248666|26514
1249047|26515
1249416|26516
1249480|26517
1249607|26518
1249623|26519
1249891|26520
1250165|26521
1250377|26522
1250438|26523
1250643|26524
1250972|26525
1250981|26526
1251132|26527
1251136|26528
1251200|26529
1251299|26530
1251412|26531
1251605|26532
1251614|26533
1251887|26534
1252248|26535
1252283|26536
1252530|26537
1252722|26538
1252732|26539
1252756|26540
1252972|26541
1253027|26542
1253049|26543
1253362|26544
1253386|26545
1253570|26546
1253651|26547
1254179|26548
1254722|26549
1254780|26550
1254788|26551
1255162|26552
1255394|26553
1255409|26554
1255413|26555
1255649|26556
1255664|26557
1255788|26558
1255840|26559
1255925|26560
1255930|26561
1255987|26562
1255992|26563
1256060|26564
1256857|26565
1256909|26566
1257002|26567
1257184|26568
1257276|26569
1257441|26570
1257476|26571
1257564|26572
1257603|26573
1257673|26574
1257771|26575
1258151|26576
1258317|26577
1258378|26578
1258915|26579
1259024|26580
1259112|26581
1259436|26582
1259465|26583
1259687|26584
1259923|26585
1260153|26586
1260294|26587
1260554|26588
1260592|26589
1260632|26590
1260671|26591
1260672|26592
1260710|26593
1260860|26594
1260874|26595
1260918|26596
1261405|26597
1261664|26598
1261707|26599
1262260|26600
1262336|26601
1262394|26602
1263053|26603
1263066|26604
1263113|26605
1263125|26606
1263414|26607
1263737|26608
1263951|26609
1264043|26610
1264145|26611
1264261|26612
1264265|26613
1264315|26614
1264356|26615
1264489|26616
1264504|26617
1264534|26618
1264581|26619
1264585|26620
1264785|26621
1264804|26622
1264861|26623
1264976|26624
1265010|26625
1265281|26626
1265355|26627
1265814|26628
1265824|26629
984076|26630
984116|26631
984406|26632
984682|26633
984782|26634
984872|26635
985048|26636
985557|26637
985799|26638
985822|26639
985902|26640
985968|26641
986357|26642
986425|26643
986448|26644
986515|26645
986599|26646
986608|26647
986620|26648
986991|26649
987029|26650
987357|26651
987565|26652
987620|26653
987718|26654
987952|26655
988214|26656
988281|26657
988462|26658
988648|26659
988766|26660
989117|26661
989501|26662
989559|26663
989587|26664
989750|26665
990054|26666
990117|26667
990218|26668
990251|26669
990481|26670
990512|26671
990772|26672
990794|26673
991037|26674
991232|26675
991445|26676
991555|26677
992000|26678
992560|26679
992621|26680
992808|26681
993116|26682
993283|26683
993363|26684
993966|26685
993986|26686
994118|26687
994508|26688
995112|26689
995401|26690
995462|26691
995678|26692
996009|26693
996094|26694
996325|26695
996698|26696
996785|26697
997378|26698
997619|26699
997822|26700
997855|26701
998364|26702
998723|26703
999109|26704
999202|26705
999376|26706
999388|26707
999422|26708
1000041|26709
1000161|26710
1000388|26711
1000773|26712
1000830|26713
1001647|26714
1002551|26715
1002640|26716
1002643|26717
1002751|26718
1002888|26719
1002939|26720
1002980|26721
1003468|26722
1003563|26723
1003861|26724
1003923|26725
1003960|26726
1003975|26727
1004116|26728
1004217|26729
1004851|26730
1005048|26731
1005131|26732
1005162|26733
1005442|26734
1005636|26735
1005677|26736
1005826|26737
1005943|26738
1006204|26739
1006268|26740
1006297|26741
1006462|26742
1006598|26743
1007000|26744
1007114|26745
1007516|26746
1007586|26747
1007590|26748
1007601|26749
1007842|26750
1008401|26751
1008424|26752
1008476|26753
1009756|26754
1009852|26755
1010010|26756
1010333|26757
1010487|26758
1010497|26759
1010697|26760
1010920|26761
1010932|26762
1010991|26763
1011235|26764
1011253|26765
1011687|26766
1011700|26767
1012261|26768
1012417|26769
1012652|26770
1013227|26771
1013333|26772
1013767|26773
1013782|26774
1013873|26775
1014088|26776
1014207|26777
1014244|26778
1014331|26779
1014437|26780
1014716|26781
1015041|26782
1015090|26783
1015141|26784
1015341|26785
1015354|26786
1015449|26787
1015530|26788
1015629|26789
1015699|26790
1016126|26791
1016155|26792
1016340|26793
1016401|26794
1016702|26795
1016757|26796
1016871|26797
1017400|26798
1017587|26799
1017725|26800
1017837|26801
1017902|26802
1018014|26803
1018025|26804
1018146|26805
1018365|26806
1018433|26807
1018813|26808
1018976|26809
1019170|26810
1019454|26811
1019556|26812
1019687|26813
1020020|26814
1020133|26815
1020153|26816
1020247|26817
1020498|26818
1020510|26819
1020588|26820
1020707|26821
1020732|26822
1020889|26823
1020943|26824
1020956|26825
1020961|26826
1020986|26827
1020999|26828
1021308|26829
1021615|26830
1021698|26831
1021715|26832
1021724|26833
1021748|26834
1021839|26835
1021899|26836
1022205|26837
1022207|26838
1022396|26839
1022854|26840
1023170|26841
1023185|26842
1024162|26843
1024384|26844
1025233|26845
1025289|26846
1025419|26847
1025699|26848
1025826|26849
1025840|26850
1025958|26851
1026073|26852
1026423|26853
1026501|26854
1026666|26855
1026676|26856
1026815|26857
1026876|26858
1026881|26859
1027090|26860
1027407|26861
1027540|26862
1027686|26863
1027905|26864
1027961|26865
1028133|26866
1028393|26867
1028481|26868
1028612|26869
1028620|26870
1028635|26871
1028698|26872
1028740|26873
1029272|26874
1029603|26875
1029663|26876
1030335|26877
1030434|26878
1030621|26879
1030694|26880
1030753|26881
1030946|26882
1030996|26883
1031018|26884
1031175|26885
1031627|26886
1032098|26887
1032414|26888
1032570|26889
1032680|26890
1033015|26891
1033018|26892
1033060|26893
1033306|26894
1033343|26895
1033478|26896
1033571|26897
1033840|26898
1033943|26899
1034188|26900
1034282|26901
1034886|26902
1035116|26903
1035194|26904
1035333|26905
1035497|26906
1035613|26907
1035763|26908
1036131|26909
1036139|26910
1036249|26911
1036381|26912
1036476|26913
1036506|26914
1036559|26915
1036862|26916
1037112|26917
1037345|26918
1037430|26919
1037608|26920
1037652|26921
1037776|26922
1037927|26923
1037971|26924
1037977|26925
1038240|26926
1038277|26927
1038300|26928
1038348|26929
1038591|26930
1038635|26931
1038692|26932
1038787|26933
1038867|26934
1038898|26935
1038992|26936
1039019|26937
1039164|26938
1039816|26939
1039853|26940
1039898|26941
1040117|26942
1040140|26943
1040351|26944
1040684|26945
1040795|26946
1040944|26947
1041005|26948
1041539|26949
1041739|26950
1041868|26951
1041884|26952
1041939|26953
1042141|26954
1042286|26955
1042564|26956
1042606|26957
1042626|26958
1043089|26959
1043376|26960
1043525|26961
1043587|26962
1043789|26963
1043844|26964
1043857|26965
1043902|26966
1043933|26967
1043962|26968
1043981|26969
1044098|26970
1044256|26971
1044269|26972
1044639|26973
1044680|26974
1044762|26975
1044813|26976
1044835|26977
1045531|26978
1045714|26979
1045930|26980
1046342|26981
1046499|26982
1046522|26983
1047029|26984
1047726|26985
1048054|26986
1048123|26987
1048371|26988
1048815|26989
1048891|26990
1048975|26991
1049360|26992
1049386|26993
1049738|26994
1050283|26995
1050842|26996
1050854|26997
1050873|26998
1051235|26999
1051927|27000
1051935|27001
1051943|27002
1052333|27003
1052348|27004
1052637|27005
1052725|27006
1052870|27007
1053302|27008
1053329|27009
1053828|27010
1054080|27011
1054110|27012
1054190|27013
1055033|27014
1055086|27015
1055400|27016
1055409|27017
1055726|27018
1055812|27019
1055831|27020
1055898|27021
1055984|27022
1056068|27023
1056196|27024
1056281|27025
1056573|27026
1056879|27027
1057029|27028
1057213|27029
1057878|27030
1057976|27031
1058146|27032
1058427|27033
1058475|27034
1058576|27035
1058681|27036
1059108|27037
1059136|27038
1059428|27039
1059451|27040
1059653|27041
1060076|27042
1060180|27043
1060758|27044
1060969|27045
1061132|27046
1061335|27047
1061447|27048
1062569|27049
1063417|27050
1063457|27051
1063569|27052
1063652|27053
1063765|27054
1063931|27055
1064199|27056
1064686|27057
1064854|27058
1064855|27059
1064919|27060
1064976|27061
1064990|27062
1065332|27063
1065503|27064
1065746|27065
1065812|27066
1065898|27067
1066085|27068
1066223|27069
1066247|27070
1066370|27071
1066466|27072
1066614|27073
1066832|27074
1067310|27075
1067314|27076
1067554|27077
1067725|27078
1068027|27079
1068183|27080
1068231|27081
1068423|27082
1068478|27083
1068598|27084
1068663|27085
1068682|27086
1068795|27087
1068859|27088
1068900|27089
1068974|27090
1069014|27091
1069023|27092
1069034|27093
1069136|27094
1069142|27095
1069164|27096
1069225|27097
1069445|27098
1069814|27099
1069859|27100
1070003|27101
1070062|27102
1070101|27103
1070148|27104
1070294|27105
1071225|27106
1071446|27107
1071453|27108
1071474|27109
1071555|27110
1071571|27111
1071800|27112
1071957|27113
1072089|27114
1072144|27115
1072173|27116
1072204|27117
1072440|27118
1072475|27119
1072583|27120
1072636|27121
1072911|27122
1072928|27123
1073264|27124
1073298|27125
1073589|27126
1073677|27127
1073877|27128
1074066|27129
1074226|27130
1074408|27131
1074646|27132
1074705|27133
1074774|27134
1075314|27135
1075325|27136
1075445|27137
1075459|27138
1075649|27139
1075770|27140
1075819|27141
1075956|27142
1075970|27143
1076306|27144
1076943|27145
1077255|27146
1077256|27147
1077286|27148
1077588|27149
1077947|27150
1078044|27151
1078055|27152
1078338|27153
1078405|27154
1078562|27155
1078807|27156
1078967|27157
1079019|27158
1079032|27159
1079104|27160
1079325|27161
1079357|27162
1079364|27163
1079424|27164
1079433|27165
1079454|27166
1079466|27167
1079483|27168
1079568|27169
1079978|27170
1080073|27171
1080264|27172
1080312|27173
1080320|27174
