USERID|ROWNUM
1210217|109515
1210298|109516
1210307|109517
1210348|109518
1210359|109519
1210459|109520
1210494|109521
1210562|109522
1210700|109523
1210953|109524
1211033|109525
1211317|109526
1211362|109527
1211606|109528
1212249|109529
1212376|109530
1212475|109531
1212833|109532
1212877|109533
1212950|109534
1213013|109535
1213116|109536
1213242|109537
1213419|109538
1213475|109539
1213596|109540
1214085|109541
1214087|109542
1214167|109543
1214345|109544
1214396|109545
1214453|109546
1214526|109547
1214792|109548
1214898|109549
1214960|109550
1215041|109551
1215119|109552
1215168|109553
1215360|109554
1215411|109555
1215488|109556
1215509|109557
1215947|109558
1216063|109559
1216101|109560
1216138|109561
1216146|109562
1216316|109563
1216379|109564
1216404|109565
1216428|109566
1216461|109567
1216578|109568
1216590|109569
1216608|109570
1216683|109571
1216817|109572
1217052|109573
1217201|109574
1217358|109575
1217474|109576
1217514|109577
1217693|109578
1217706|109579
1217807|109580
1217817|109581
1217867|109582
1217985|109583
1218012|109584
1218270|109585
1218308|109586
1218359|109587
1218808|109588
1218830|109589
1218924|109590
1219054|109591
1219335|109592
1219406|109593
1219479|109594
1219508|109595
1219528|109596
1219604|109597
1219643|109598
1219782|109599
1220249|109600
1220356|109601
1220359|109602
1220386|109603
1220667|109604
1220913|109605
1220929|109606
1220937|109607
1220975|109608
1220991|109609
1221102|109610
1221148|109611
1221324|109612
1221358|109613
1221545|109614
1221633|109615
1221867|109616
1221874|109617
1222032|109618
1222051|109619
1222359|109620
1222368|109621
1222431|109622
1222707|109623
1222832|109624
1223127|109625
1223176|109626
1223546|109627
1223556|109628
1223572|109629
1223611|109630
1223650|109631
1223782|109632
1223831|109633
1224121|109634
1224135|109635
1225070|109636
1225107|109637
1225135|109638
1225226|109639
1225418|109640
1225485|109641
1225658|109642
1225676|109643
1225766|109644
1225917|109645
1225948|109646
1226166|109647
1226287|109648
1226290|109649
1226319|109650
1226380|109651
1226394|109652
1226559|109653
1226580|109654
1226857|109655
1226890|109656
1226897|109657
1227204|109658
1227392|109659
1227618|109660
1227712|109661
1227902|109662
1227928|109663
1228053|109664
1228073|109665
1228106|109666
1228223|109667
1228225|109668
1228236|109669
1228253|109670
1228410|109671
1228524|109672
1228737|109673
1228847|109674
1229014|109675
1229155|109676
1229203|109677
1229414|109678
1229430|109679
1229980|109680
1230264|109681
1230331|109682
1230346|109683
1230651|109684
1230699|109685
1230748|109686
1230828|109687
1230951|109688
1231098|109689
1231224|109690
1231407|109691
1231747|109692
1231775|109693
1231828|109694
1232006|109695
1232055|109696
1232244|109697
1232652|109698
1232696|109699
1232858|109700
1232889|109701
1232963|109702
1233220|109703
1233322|109704
1233743|109705
1233795|109706
1233851|109707
1234188|109708
1234205|109709
1234255|109710
1234258|109711
1234384|109712
1234403|109713
1234578|109714
1234633|109715
1234658|109716
1234710|109717
1234907|109718
1235329|109719
1235516|109720
1235529|109721
1235775|109722
1235929|109723
1236059|109724
1236151|109725
1236170|109726
1236398|109727
1236477|109728
1236495|109729
1236558|109730
1236634|109731
1236671|109732
1236673|109733
1236729|109734
1236767|109735
1236828|109736
1236948|109737
1237029|109738
1237404|109739
1237436|109740
1237554|109741
1237680|109742
1237796|109743
1237820|109744
1237945|109745
1238037|109746
1238134|109747
1238249|109748
1238338|109749
1238369|109750
1238455|109751
1238684|109752
1238700|109753
1238755|109754
1238773|109755
1238841|109756
1238889|109757
1239077|109758
1239101|109759
1239237|109760
1239334|109761
1239543|109762
1239563|109763
1239613|109764
1239618|109765
1239639|109766
1239781|109767
1239881|109768
1240207|109769
1240254|109770
1240257|109771
1240543|109772
1240593|109773
1240662|109774
1240697|109775
1240791|109776
1240869|109777
1241206|109778
1241230|109779
1241243|109780
1241317|109781
1241430|109782
1241689|109783
1242003|109784
1242186|109785
1242557|109786
1242702|109787
1242849|109788
1243024|109789
1243091|109790
1243099|109791
1243107|109792
1243216|109793
1243353|109794
1243388|109795
1243640|109796
1243879|109797
1244000|109798
1244018|109799
1244022|109800
1244055|109801
1244095|109802
1244103|109803
1244565|109804
1245434|109805
1245558|109806
1245643|109807
1245661|109808
1245828|109809
1246115|109810
1246245|109811
1246909|109812
1247159|109813
1247301|109814
1247442|109815
1247459|109816
1247746|109817
1247890|109818
1247916|109819
1248005|109820
1248080|109821
1248354|109822
1248359|109823
1248408|109824
1248513|109825
1248605|109826
1248671|109827
1248721|109828
1248835|109829
1248924|109830
1248970|109831
1249038|109832
1249080|109833
1249167|109834
1249508|109835
1249510|109836
1249637|109837
1249681|109838
1249796|109839
1250022|109840
1250524|109841
1250714|109842
1250786|109843
1250953|109844
1251012|109845
1251152|109846
1251171|109847
1251298|109848
1251382|109849
1251509|109850
1251567|109851
1251643|109852
1251761|109853
1251901|109854
1252216|109855
1252367|109856
1252747|109857
1252757|109858
1252766|109859
1252939|109860
1252942|109861
1253135|109862
1253232|109863
1253239|109864
1253432|109865
1253456|109866
1253734|109867
1254048|109868
1254418|109869
1254561|109870
1254594|109871
1254669|109872
1255017|109873
1255231|109874
1255243|109875
1255593|109876
1255661|109877
1255848|109878
1255874|109879
1256051|109880
1256134|109881
1256179|109882
1256304|109883
1256375|109884
1256400|109885
1256514|109886
1257081|109887
1257153|109888
1257192|109889
1257204|109890
1257435|109891
1257575|109892
1257859|109893
1258000|109894
1258004|109895
1258085|109896
1258232|109897
1258314|109898
1258396|109899
1258418|109900
1258450|109901
1258570|109902
1258757|109903
1259013|109904
1259163|109905
1259185|109906
1259376|109907
1259478|109908
1260320|109909
1260418|109910
1260442|109911
1260506|109912
1260574|109913
1261065|109914
1261199|109915
1261471|109916
1261600|109917
1261648|109918
1262010|109919
1262285|109920
1262396|109921
1262706|109922
1262774|109923
1263073|109924
1263177|109925
1263230|109926
1263307|109927
1263490|109928
1263698|109929
1263764|109930
1263769|109931
1264243|109932
1264284|109933
1264324|109934
1264573|109935
1264629|109936
1264678|109937
1264926|109938
1264979|109939
1265052|109940
1265167|109941
1265841|109942
1265875|109943
984180|109944
984558|109945
984777|109946
984864|109947
984935|109948
985545|109949
985571|109950
985622|109951
986073|109952
986100|109953
986463|109954
986467|109955
986520|109956
986855|109957
987352|109958
987360|109959
987535|109960
987873|109961
987977|109962
988083|109963
988089|109964
988333|109965
988408|109966
988441|109967
988661|109968
988761|109969
989125|109970
989330|109971
989374|109972
990093|109973
990121|109974
990149|109975
990221|109976
990598|109977
990630|109978
990654|109979
990684|109980
991002|109981
991024|109982
991050|109983
991106|109984
991185|109985
991404|109986
991720|109987
991882|109988
991887|109989
992357|109990
992415|109991
992488|109992
992666|109993
993459|109994
993775|109995
993795|109996
993998|109997
994161|109998
994215|109999
994322|110000
994487|110001
994635|110002
995326|110003
995372|110004
995545|110005
996229|110006
996543|110007
996689|110008
996820|110009
996921|110010
996949|110011
996984|110012
997140|110013
997739|110014
997866|110015
997904|110016
998953|110017
999147|110018
999149|110019
999578|110020
999667|110021
1000509|110022
1000795|110023
1000888|110024
1001109|110025
1001568|110026
1001680|110027
1001681|110028
1001711|110029
1001841|110030
1002151|110031
1002193|110032
1003127|110033
1003231|110034
1003291|110035
1003407|110036
1003501|110037
1003744|110038
1003853|110039
1003978|110040
1003987|110041
1004065|110042
1004222|110043
1004394|110044
1005056|110045
1005240|110046
1005291|110047
1005352|110048
1005556|110049
1005562|110050
1006562|110051
1006820|110052
1007023|110053
1007120|110054
1007480|110055
1007494|110056
1007864|110057
1007878|110058
1008191|110059
1008235|110060
1008829|110061
1008848|110062
1009077|110063
1009219|110064
1009231|110065
1009319|110066
1009602|110067
1009664|110068
1009866|110069
1009911|110070
1010113|110071
1010184|110072
1010387|110073
1010700|110074
1010777|110075
1010925|110076
1011051|110077
1011068|110078
1011093|110079
1011098|110080
1011146|110081
1011193|110082
1011354|110083
1011488|110084
1011777|110085
1012026|110086
1012047|110087
1012049|110088
1012302|110089
1012398|110090
1012470|110091
1013145|110092
1013233|110093
1013379|110094
1013586|110095
1013929|110096
1014046|110097
1014424|110098
1015798|110099
1016068|110100
1016082|110101
1016241|110102
1016311|110103
1016673|110104
1016710|110105
1016819|110106
1017065|110107
1017118|110108
1017187|110109
1017225|110110
1017340|110111
1017609|110112
1018145|110113
1018438|110114
1018823|110115
1019403|110116
1019463|110117
1019794|110118
1020658|110119
1020681|110120
1020773|110121
1020873|110122
1020877|110123
1021482|110124
1021680|110125
1021816|110126
1021969|110127
1022105|110128
1022156|110129
1022178|110130
1022251|110131
1022329|110132
1022419|110133
1022470|110134
1022738|110135
1022968|110136
1023007|110137
1023132|110138
1023203|110139
1023276|110140
1023357|110141
1023481|110142
1023703|110143
1023705|110144
1023718|110145
1023725|110146
1024046|110147
1024387|110148
1024812|110149
1024939|110150
1025016|110151
1025191|110152
1025885|110153
1026221|110154
1026334|110155
1026493|110156
1026593|110157
1026831|110158
1026886|110159
1027022|110160
1027049|110161
1027343|110162
1027490|110163
1027520|110164
1027657|110165
1027758|110166
1027775|110167
1027970|110168
1028364|110169
1028608|110170
1028882|110171
1029051|110172
1029052|110173
1029210|110174
1029357|110175
1029916|110176
1030468|110177
1030576|110178
1030598|110179
1030637|110180
1030697|110181
1031044|110182
1031398|110183
1031750|110184
1032540|110185
1032569|110186
1032618|110187
1032767|110188
1032932|110189
1032944|110190
1033048|110191
1033193|110192
1033818|110193
1034087|110194
1034265|110195
1034396|110196
1034657|110197
1034768|110198
1034949|110199
1035120|110200
1035261|110201
1035495|110202
1035496|110203
1035557|110204
1035670|110205
1035796|110206
1036483|110207
1036551|110208
1036695|110209
1036919|110210
1037053|110211
1037262|110212
1037278|110213
1037866|110214
1037909|110215
1037929|110216
1037934|110217
1038130|110218
1038485|110219
1038535|110220
1038914|110221
1039006|110222
1039014|110223
1039105|110224
1039324|110225
1039516|110226
1039716|110227
1039837|110228
1040309|110229
1040804|110230
1040861|110231
1041033|110232
1041327|110233
1041431|110234
1041452|110235
1041898|110236
1042098|110237
1042164|110238
1042477|110239
1042650|110240
1042828|110241
1043185|110242
1043642|110243
1043718|110244
1044135|110245
1044228|110246
1044557|110247
1044571|110248
1044645|110249
1044718|110250
1044874|110251
1044918|110252
1045014|110253
1045047|110254
1045094|110255
1045434|110256
1045522|110257
1045596|110258
1046128|110259
1046305|110260
1046502|110261
1046878|110262
1046933|110263
1046941|110264
1047063|110265
1047384|110266
1047554|110267
1047644|110268
1047680|110269
1047709|110270
1047721|110271
1047763|110272
1048128|110273
1048182|110274
1048253|110275
1048463|110276
1048576|110277
1048584|110278
1049340|110279
1049468|110280
1049599|110281
1049707|110282
1049771|110283
1049869|110284
1049905|110285
1049948|110286
1050012|110287
1050021|110288
1050493|110289
1050635|110290
1050865|110291
1051062|110292
1051577|110293
1051954|110294
1051956|110295
1052086|110296
1052179|110297
1052197|110298
1052320|110299
1052424|110300
1052542|110301
1052620|110302
1053014|110303
1053161|110304
1053713|110305
1054088|110306
1054137|110307
1054184|110308
1054479|110309
1054768|110310
1054897|110311
1054923|110312
1054940|110313
1055075|110314
1055164|110315
1055516|110316
1055686|110317
1055779|110318
1056030|110319
1056073|110320
1056102|110321
1056106|110322
1056148|110323
1056230|110324
1056358|110325
1056455|110326
1056519|110327
1056697|110328
1056708|110329
1056833|110330
1057156|110331
1057319|110332
1057410|110333
1057481|110334
1057771|110335
1057977|110336
1058034|110337
1058202|110338
1058512|110339
1058605|110340
1058898|110341
1058972|110342
1059100|110343
1059311|110344
1059332|110345
1059457|110346
1059562|110347
1059742|110348
1060208|110349
1060262|110350
1060718|110351
1060737|110352
1060918|110353
1061062|110354
1061268|110355
1061434|110356
1061736|110357
1062338|110358
1062523|110359
1062628|110360
1062869|110361
1062895|110362
1062995|110363
1063138|110364
1063159|110365
1063184|110366
1063222|110367
1063436|110368
1063678|110369
1064246|110370
1064270|110371
1064343|110372
1064475|110373
1064700|110374
1064785|110375
1065136|110376
1065160|110377
1065171|110378
1065200|110379
1065251|110380
1065445|110381
1065535|110382
1065571|110383
1065718|110384
1065761|110385
1065958|110386
1066155|110387
1066166|110388
1066284|110389
1066409|110390
1066424|110391
1066497|110392
1066654|110393
1067261|110394
1067699|110395
1067780|110396
1067898|110397
1067957|110398
1068053|110399
1068081|110400
1068098|110401
1068480|110402
1068518|110403
1068529|110404
1068671|110405
1068707|110406
1069189|110407
1069417|110408
1069559|110409
1069860|110410
1069943|110411
1070036|110412
1070043|110413
1070117|110414
1070120|110415
1070149|110416
1070183|110417
1070335|110418
1070532|110419
1070803|110420
1070879|110421
1070885|110422
1070916|110423
1071202|110424
1071208|110425
1071244|110426
1071332|110427
1071340|110428
1071448|110429
1071563|110430
1071818|110431
1071895|110432
1072070|110433
1072167|110434
1072308|110435
1072335|110436
1072400|110437
1072728|110438
1072805|110439
1073020|110440
1073095|110441
1073244|110442
1073255|110443
1073751|110444
1073840|110445
1073851|110446
1074017|110447
1074083|110448
1074260|110449
1074361|110450
1074368|110451
1074439|110452
1074570|110453
1074716|110454
1074740|110455
1074886|110456
1074933|110457
1075188|110458
1075268|110459
1075271|110460
1075290|110461
1075475|110462
1075482|110463
1075493|110464
1075519|110465
1075552|110466
1075672|110467
1075734|110468
1075792|110469
1075800|110470
1076073|110471
1076162|110472
1076216|110473
1076287|110474
1076331|110475
1076352|110476
1076372|110477
1076959|110478
1076962|110479
1077052|110480
1077063|110481
1077105|110482
1077138|110483
1077365|110484
1077502|110485
1077584|110486
1077794|110487
1078068|110488
1078132|110489
1078137|110490
1078168|110491
1078235|110492
1078331|110493
1078437|110494
1078481|110495
1078504|110496
1078651|110497
1078870|110498
1079200|110499
1079511|110500
1079610|110501
1079679|110502
1079732|110503
1079771|110504
1079874|110505
1079888|110506
1079907|110507
1080070|110508
1080094|110509
1080362|110510
1080456|110511
1080993|110512
1081153|110513
1081377|110514
1081446|110515
1081460|110516
1081472|110517
1081545|110518
1081558|110519
1081609|110520
1081734|110521
1081735|110522
1081835|110523
1082013|110524
1082035|110525
1082062|110526
1082192|110527
1082312|110528
1082355|110529
1082715|110530
1082784|110531
1082814|110532
1083230|110533
1083440|110534
1083731|110535
1083862|110536
1083866|110537
1084068|110538
1084126|110539
1084547|110540
1084599|110541
1084660|110542
1084823|110543
1085036|110544
1085064|110545
1085153|110546
1085204|110547
1085242|110548
1085256|110549
1085296|110550
1085324|110551
1085387|110552
1085503|110553
1085795|110554
1085999|110555
1086276|110556
1086330|110557
1086360|110558
1086510|110559
1086539|110560
1086641|110561
1086720|110562
1086753|110563
1086780|110564
1086786|110565
1086836|110566
1087144|110567
1087304|110568
1087443|110569
1087575|110570
1087833|110571
1087997|110572
1088016|110573
1088141|110574
1088297|110575
1088499|110576
1088589|110577
1089086|110578
1089123|110579
1089274|110580
1089446|110581
1089487|110582
1089736|110583
1089751|110584
1089970|110585
1090104|110586
1090122|110587
1090221|110588
1090405|110589
1090706|110590
1090870|110591
1091224|110592
1091238|110593
1091252|110594
1091644|110595
1091768|110596
1091833|110597
1091862|110598
1091879|110599
1092105|110600
1092208|110601
1092295|110602
1092370|110603
1092509|110604
1092540|110605
1092599|110606
1092761|110607
1092869|110608
1093137|110609
1093148|110610
1093161|110611
1093326|110612
1093423|110613
1093884|110614
1093999|110615
1094003|110616
1094068|110617
1094537|110618
1094666|110619
1094692|110620
1094750|110621
1094781|110622
1095097|110623
1095127|110624
1095231|110625
1095295|110626
1095404|110627
1095613|110628
1095812|110629
1095965|110630
1096013|110631
1096483|110632
1096574|110633
1096609|110634
1096611|110635
1096658|110636
1096727|110637
1096773|110638
1097025|110639
1097067|110640
1097214|110641
1097556|110642
1097769|110643
1097776|110644
1097808|110645
1097879|110646
1098065|110647
1098075|110648
1098377|110649
1098681|110650
1098691|110651
1098747|110652
1098903|110653
1098912|110654
1099222|110655
1099340|110656
1099377|110657
1099411|110658
1099444|110659
1099592|110660
1099624|110661
1099630|110662
1099637|110663
1099715|110664
1099785|110665
1099827|110666
1100132|110667
1100233|110668
1100316|110669
1100420|110670
1100490|110671
1100994|110672
1101120|110673
1101171|110674
1101373|110675
1101374|110676
1101548|110677
1101605|110678
1101806|110679
1101974|110680
1102029|110681
1102405|110682
1102610|110683
1102637|110684
1102690|110685
1102892|110686
1102900|110687
1103076|110688
1103303|110689
1103363|110690
1103364|110691
1103418|110692
1103509|110693
1103658|110694
1103757|110695
1103882|110696
1103936|110697
1104243|110698
1104246|110699
1104497|110700
1104500|110701
1104786|110702
1104913|110703
1105051|110704
1105250|110705
1105438|110706
1105497|110707
1105805|110708
1105900|110709
1105998|110710
1106373|110711
1106724|110712
1106738|110713
1107102|110714
1107255|110715
1107363|110716
1107523|110717
1107683|110718
1107840|110719
1108069|110720
1108122|110721
1108338|110722
1108435|110723
1108662|110724
1108684|110725
1108826|110726
1108840|110727
1108881|110728
1109021|110729
1109096|110730
1109161|110731
1109291|110732
1109415|110733
1110032|110734
1110591|110735
1110622|110736
1110654|110737
1110736|110738
1110853|110739
1111022|110740
1111098|110741
1111170|110742
1111340|110743
1111431|110744
1111703|110745
1112109|110746
1112150|110747
1112423|110748
1112461|110749
1112515|110750
1112538|110751
1112749|110752
1112891|110753
1113266|110754
1113911|110755
1113939|110756
1114134|110757
1114250|110758
1114263|110759
1114438|110760
1114527|110761
1114785|110762
1115322|110763
1115343|110764
1115345|110765
1115364|110766
1115468|110767
1115489|110768
1115496|110769
1115753|110770
1115887|110771
1116053|110772
1116130|110773
1116259|110774
1116703|110775
1116788|110776
1116815|110777
1116855|110778
1116961|110779
1117172|110780
1117280|110781
1117288|110782
1117337|110783
1117364|110784
1117471|110785
1117975|110786
1118284|110787
1118374|110788
1118459|110789
1118624|110790
1118769|110791
1119022|110792
1119395|110793
1119431|110794
1119469|110795
1119941|110796
1120119|110797
1120213|110798
1120372|110799
1120377|110800
1120513|110801
1120644|110802
1120658|110803
1120713|110804
1120755|110805
1120899|110806
1120924|110807
1120948|110808
1121032|110809
1121157|110810
1122057|110811
1122644|110812
1122751|110813
1122850|110814
1122914|110815
1123030|110816
1123170|110817
1123270|110818
1123436|110819
1123657|110820
1123703|110821
1123719|110822
1123758|110823
1123789|110824
1124182|110825
1124184|110826
1124539|110827
1124663|110828
1124737|110829
1124853|110830
1124893|110831
1124951|110832
1125042|110833
1125348|110834
1125484|110835
1125581|110836
1125717|110837
1125772|110838
1125820|110839
1126109|110840
1126271|110841
1126343|110842
1126628|110843
1126638|110844
1126669|110845
1126772|110846
1126916|110847
1127140|110848
1127475|110849
1127485|110850
1127516|110851
1127595|110852
1127872|110853
1128009|110854
1128047|110855
1128099|110856
1128232|110857
1128542|110858
1128568|110859
1128712|110860
1128914|110861
1129019|110862
1129041|110863
1129201|110864
1129367|110865
1129643|110866
1129646|110867
1129705|110868
1130051|110869
1130489|110870
1130553|110871
1130686|110872
1130806|110873
1130957|110874
1131194|110875
1131335|110876
1131860|110877
1131908|110878
1132194|110879
1132260|110880
1132305|110881
1132384|110882
1132402|110883
1132581|110884
1132816|110885
1133078|110886
1133085|110887
1133101|110888
1133710|110889
1133857|110890
1133875|110891
1133898|110892
1134344|110893
1134511|110894
1134611|110895
1134623|110896
1134644|110897
1134685|110898
1134750|110899
1134813|110900
1134976|110901
1135143|110902
1135172|110903
1135350|110904
1135406|110905
1135559|110906
1135647|110907
1135795|110908
1135814|110909
1135907|110910
1135953|110911
1136113|110912
1136299|110913
1136395|110914
1136535|110915
1136643|110916
1136746|110917
1136787|110918
1136908|110919
1137413|110920
1137433|110921
1137441|110922
1137534|110923
1137737|110924
1137786|110925
1137840|110926
1138038|110927
1138065|110928
1138238|110929
1138272|110930
1138322|110931
1138387|110932
1138578|110933
1138876|110934
1138987|110935
1139031|110936
1139108|110937
1139178|110938
1139346|110939
1140020|110940
1140098|110941
1140266|110942
1140281|110943
1140865|110944
1140880|110945
1140946|110946
1141473|110947
1141634|110948
1141911|110949
1141952|110950
1141957|110951
1141966|110952
1141982|110953
1142573|110954
1142673|110955
1142877|110956
1142902|110957
1142992|110958
1143263|110959
1143361|110960
1143505|110961
1143613|110962
1143691|110963
1144124|110964
1144309|110965
1144378|110966
1144420|110967
1144565|110968
1144653|110969
1144808|110970
1144836|110971
1144998|110972
1145062|110973
1145147|110974
1145385|110975
1145559|110976
1145764|110977
1145781|110978
1145985|110979
1146024|110980
1146213|110981
1146280|110982
1146317|110983
1146510|110984
1146535|110985
1146585|110986
1146637|110987
1146746|110988
1146813|110989
1146949|110990
1147096|110991
1147169|110992
1147322|110993
1147511|110994
1147552|110995
1147558|110996
1147662|110997
1147751|110998
1147894|110999
1148044|111000
1148232|111001
1148399|111002
1148518|111003
1148855|111004
1149091|111005
1149199|111006
1149966|111007
1150012|111008
1150053|111009
1150133|111010
1150142|111011
1150158|111012
1150193|111013
1150291|111014
1150329|111015
1150518|111016
1150520|111017
1150628|111018
1150636|111019
1150669|111020
1150857|111021
1151197|111022
1151526|111023
1151685|111024
1151700|111025
1152159|111026
1152305|111027
1152340|111028
1152741|111029
1152818|111030
1152897|111031
1152969|111032
1153035|111033
1153069|111034
1153412|111035
1153566|111036
1153629|111037
1153648|111038
1153931|111039
1153957|111040
1154145|111041
1154390|111042
1154648|111043
1154651|111044
1154702|111045
1154706|111046
1154742|111047
1155344|111048
1155426|111049
1155508|111050
1155589|111051
1155613|111052
1155778|111053
1155822|111054
1156048|111055
1156098|111056
1156332|111057
1156369|111058
1156404|111059
1156447|111060
1156533|111061
1156590|111062
1156819|111063
1157156|111064
1157180|111065
1157284|111066
1157377|111067
1157502|111068
1157510|111069
1157512|111070
1157617|111071
1157823|111072
1157943|111073
1157992|111074
1158135|111075
1158307|111076
1158572|111077
1158615|111078
1158727|111079
1158772|111080
1158832|111081
1158906|111082
1158944|111083
1158987|111084
1159054|111085
1159071|111086
1159472|111087
1159574|111088
1159597|111089
1159964|111090
1160215|111091
1160251|111092
1160294|111093
1160659|111094
1160828|111095
1160911|111096
1160975|111097
1161269|111098
1161339|111099
1161343|111100
1161499|111101
1161747|111102
1161766|111103
1161974|111104
1162027|111105
1162133|111106
1162287|111107
1162334|111108
1162703|111109
1162940|111110
1163147|111111
1163157|111112
1163198|111113
1163268|111114
1163412|111115
1163452|111116
1163534|111117
1163573|111118
1163589|111119
1163871|111120
1163884|111121
1163959|111122
1164057|111123
1164103|111124
1164112|111125
1164468|111126
1164536|111127
1164716|111128
1164769|111129
1164788|111130
1165019|111131
1165305|111132
1165383|111133
1165426|111134
1165439|111135
1165453|111136
1165655|111137
1166329|111138
1166348|111139
1166412|111140
1167020|111141
1167310|111142
1167495|111143
1167560|111144
1167729|111145
1167878|111146
1167993|111147
1168063|111148
1168318|111149
1168481|111150
1168918|111151
1168925|111152
1168955|111153
1168996|111154
1169011|111155
1169123|111156
1169320|111157
1169656|111158
1169811|111159
1169922|111160
1169964|111161
1169991|111162
1170046|111163
1170257|111164
1170268|111165
1170355|111166
1170468|111167
1170799|111168
1170908|111169
1170963|111170
1171122|111171
1171234|111172
1171399|111173
1171440|111174
1171499|111175
1171585|111176
1171668|111177
1171723|111178
1171945|111179
1172154|111180
1172413|111181
1172490|111182
1172590|111183
1172632|111184
1172739|111185
1172970|111186
1172985|111187
1173273|111188
1173346|111189
1173380|111190
1173824|111191
1174047|111192
1174051|111193
1174110|111194
1174157|111195
1174752|111196
1175169|111197
1175223|111198
1175359|111199
1175419|111200
1175449|111201
1175511|111202
1175546|111203
1175826|111204
1175878|111205
1175910|111206
1176170|111207
1176259|111208
1176637|111209
1176642|111210
1176644|111211
1176807|111212
1176826|111213
1176981|111214
1177010|111215
1177099|111216
1177240|111217
1177298|111218
1177420|111219
1177621|111220
1177733|111221
1177906|111222
1178022|111223
1178052|111224
1178158|111225
1178398|111226
1178476|111227
1178487|111228
1178527|111229
1178592|111230
1179281|111231
1179408|111232
1179553|111233
1179660|111234
1179676|111235
1179784|111236
1179877|111237
1179963|111238
1180220|111239
1180412|111240
1180738|111241
1180750|111242
1180824|111243
1180843|111244
1180865|111245
1180868|111246
1180928|111247
1181223|111248
1181316|111249
1181566|111250
1181807|111251
1181914|111252
1181991|111253
1182165|111254
1182199|111255
1182320|111256
1182356|111257
1182540|111258
1182620|111259
1182654|111260
1183150|111261
1183351|111262
1183409|111263
1183463|111264
1183751|111265
1183773|111266
1183828|111267
1183859|111268
1183914|111269
1184216|111270
1184227|111271
1184229|111272
1184253|111273
1184274|111274
1184325|111275
1184362|111276
1184456|111277
1184499|111278
1184665|111279
1184772|111280
1184809|111281
1184929|111282
1184984|111283
1185389|111284
1185460|111285
1185602|111286
1185812|111287
1186091|111288
1186108|111289
1186380|111290
1186384|111291
1186419|111292
1186435|111293
1186509|111294
1186559|111295
1186561|111296
1186600|111297
1186753|111298
1187007|111299
1187292|111300
1187329|111301
1187336|111302
1187394|111303
1187402|111304
1187409|111305
1187430|111306
1187482|111307
1187741|111308
1187857|111309
1187964|111310
1188028|111311
1188188|111312
1188518|111313
1188791|111314
1188798|111315
1189165|111316
1189314|111317
1189358|111318
1189812|111319
1189828|111320
1189855|111321
1189924|111322
1190034|111323
1190099|111324
1190118|111325
1190176|111326
1190455|111327
1190515|111328
1190541|111329
1190837|111330
1191204|111331
1191235|111332
1191337|111333
1191405|111334
1191415|111335
1191591|111336
1191607|111337
1191787|111338
1191859|111339
1191934|111340
1192298|111341
1192350|111342
1192489|111343
1192834|111344
1193317|111345
1193378|111346
1193876|111347
1193994|111348
1194242|111349
1194298|111350
1194467|111351
1194735|111352
1194835|111353
1194995|111354
1195061|111355
1195101|111356
1195268|111357
1195516|111358
1195656|111359
1195707|111360
1195779|111361
1195844|111362
1196232|111363
1196274|111364
1196288|111365
1196597|111366
1196706|111367
1196801|111368
1197164|111369
1197343|111370
1197386|111371
1197393|111372
1197516|111373
1197693|111374
1198012|111375
1198085|111376
1198105|111377
1199020|111378
1199061|111379
1199095|111380
1199203|111381
1199822|111382
1199838|111383
1199906|111384
1199954|111385
1200265|111386
1200860|111387
1200907|111388
1201103|111389
1201136|111390
1201214|111391
1201265|111392
1201752|111393
1201857|111394
1201862|111395
1201934|111396
1202195|111397
1202429|111398
1202489|111399
1202593|111400
1202680|111401
1202875|111402
1202909|111403
1202956|111404
1203439|111405
1203707|111406
1203724|111407
1203958|111408
1204070|111409
1204202|111410
1204209|111411
1204396|111412
1204400|111413
1204474|111414
1204592|111415
1204617|111416
1204712|111417
1204874|111418
1205263|111419
1205373|111420
1205444|111421
1205470|111422
1205726|111423
1205740|111424
1205856|111425
1205908|111426
1205931|111427
1205971|111428
1206203|111429
1206268|111430
1206307|111431
1206329|111432
1206649|111433
1207134|111434
1207327|111435
1207494|111436
1207788|111437
1207989|111438
1208009|111439
1208112|111440
1208277|111441
1208579|111442
1208587|111443
1208625|111444
1208736|111445
1208911|111446
1209086|111447
1209095|111448
1209184|111449
1209289|111450
1209355|111451
1209961|111452
1209962|111453
1210167|111454
1210293|111455
1210706|111456
1210861|111457
1210954|111458
1211129|111459
1211443|111460
1211880|111461
1211883|111462
1211929|111463
1211943|111464
1212213|111465
1212300|111466
1212333|111467
1212559|111468
1212587|111469
1212595|111470
1212652|111471
1213107|111472
1213113|111473
1213120|111474
1213187|111475
1213449|111476
1213560|111477
1213571|111478
1213798|111479
1213937|111480
1214066|111481
1214450|111482
1214567|111483
1214742|111484
1214746|111485
1214795|111486
1214820|111487
1214923|111488
1215163|111489
1215187|111490
1215280|111491
1215309|111492
1215332|111493
1215451|111494
1215684|111495
1215812|111496
1215839|111497
1215896|111498
1215898|111499
1216236|111500
1216238|111501
1216245|111502
1216591|111503
1216604|111504
1216679|111505
1217161|111506
1217256|111507
1217379|111508
1217523|111509
1217621|111510
1217901|111511
1218348|111512
1218428|111513
1218540|111514
1218714|111515
1218791|111516
1218938|111517
1219051|111518
1219232|111519
1219298|111520
1219466|111521
1219841|111522
1219895|111523
